-8.4086,0,0,0,60,0
-8.4084,0.002487,-0.13138,1.943e-05,59.999,1.012e-07
-8.408,0.0049738,-0.26276,7.7718e-05,59.996,8.0957e-07
-8.4073,0.0074603,-0.39413,0.00017486,59.991,2.7323e-06
-8.4063,0.0099463,-0.52549,0.00031085,59.984,6.4763e-06
-8.405,0.012432,-0.65683,0.00048568,59.974,1.2649e-05
-8.4034,0.014916,-0.78814,0.00069933,59.963,2.1856e-05
-8.4015,0.017399,-0.91943,0.0009518,59.95,3.4705e-05
-8.3993,0.019882,-1.0507,0.0012431,59.934,5.1802e-05
-8.3969,0.022363,-1.1819,0.0015731,59.917,7.3753e-05
-8.3942,0.024842,-1.3131,0.0019419,59.897,0.00010116
-8.3911,0.02732,-1.4442,0.0023494,59.876,0.00013464
-8.3878,0.029795,-1.5753,0.0027956,59.852,0.00017478
-8.3842,0.032269,-1.7063,0.0032805,59.827,0.0002222
-8.3803,0.034741,-1.8373,0.003804,59.799,0.0002775
-8.3761,0.03721,-1.9682,0.0043661,59.769,0.00034128
-8.3717,0.039676,-2.0991,0.0049668,59.737,0.00041414
-8.3669,0.04214,-2.2298,0.005606,59.704,0.00049669
-8.3619,0.044601,-2.3605,0.0062837,59.668,0.00058953
-8.3566,0.047059,-2.4911,0.0069998,59.63,0.00069326
-8.351,0.049514,-2.6217,0.0077542,59.59,0.00080847
-8.3451,0.051965,-2.7521,0.008547,59.548,0.00093578
-8.3389,0.054413,-2.8825,0.0093781,59.504,0.0010758
-8.3324,0.056857,-3.0127,0.010247,59.458,0.001229
-8.3256,0.059297,-3.1428,0.011155,59.41,0.0013962
-8.3186,0.061733,-3.2729,0.0121,59.36,0.0015778
-8.3113,0.064165,-3.4028,0.013084,59.307,0.0017745
-8.3037,0.066592,-3.5326,0.014106,59.253,0.0019869
-8.2958,0.069015,-3.6623,0.015165,59.197,0.0022155
-8.2876,0.071433,-3.7918,0.016262,59.139,0.002461
-8.2791,0.073846,-3.9213,0.017397,59.079,0.0027239
-8.2704,0.076254,-4.0506,0.01857,59.016,0.0030049
-8.2613,0.078657,-4.1797,0.01978,58.952,0.0033044
-8.252,0.081054,-4.3087,0.021028,58.886,0.0036232
-8.2424,0.083446,-4.4376,0.022313,58.817,0.0039617
-8.2325,0.085832,-4.5663,0.023636,58.747,0.0043207
-8.2224,0.088212,-4.6949,0.024995,58.675,0.0047005
-8.2119,0.090587,-4.8232,0.026392,58.6,0.005102
-8.2012,0.092955,-4.9515,0.027826,58.524,0.0055255
-8.1902,0.095316,-5.0795,0.029297,58.446,0.0059717
-8.1789,0.097671,-5.2074,0.030805,58.365,0.0064412
-8.1673,0.10002,-5.3351,0.032349,58.283,0.0069346
-8.1555,0.10236,-5.4626,0.03393,58.198,0.0074523
-8.1433,0.1047,-5.59,0.035548,58.112,0.0079951
-8.1309,0.10702,-5.7171,0.037202,58.024,0.0085634
-8.1182,0.10934,-5.8441,0.038892,57.933,0.0091578
-8.1053,0.11165,-5.9708,0.040619,57.841,0.0097789
-8.092,0.11396,-6.0974,0.042381,57.747,0.010427
-8.0785,0.11626,-6.2237,0.04418,57.651,0.011104
-8.0647,0.11854,-6.3498,0.046014,57.552,0.011808
-8.0506,0.12082,-6.4757,0.047884,57.452,0.012542
-8.0363,0.1231,-6.6014,0.04979,57.35,0.013305
-8.0216,0.12536,-6.7268,0.051731,57.246,0.014098
-8.0067,0.12761,-6.8521,0.053708,57.14,0.014922
-7.9915,0.12986,-6.977,0.055719,57.032,0.015776
-7.9761,0.1321,-7.1018,0.057766,56.922,0.016663
-7.9604,0.13433,-7.2263,0.059847,56.81,0.017582
-7.9444,0.13655,-7.3506,0.061963,56.696,0.018533
-7.9281,0.13875,-7.4746,0.064114,56.58,0.019518
-7.9115,0.14095,-7.5983,0.066299,56.462,0.020537
-7.8947,0.14314,-7.7218,0.068519,56.343,0.02159
-7.8776,0.14532,-7.845,0.070772,56.221,0.022678
-7.8603,0.14749,-7.968,0.07306,56.098,0.023802
-7.8427,0.14965,-8.0906,0.075382,55.972,0.024962
-7.8248,0.1518,-8.2131,0.077737,55.845,0.026158
-7.8066,0.15394,-8.3352,0.080125,55.715,0.027391
-7.7882,0.15607,-8.457,0.082547,55.584,0.028662
-7.7695,0.15819,-8.5786,0.085003,55.451,0.029971
-7.7505,0.16029,-8.6998,0.087491,55.316,0.031319
-7.7313,0.16239,-8.8208,0.090012,55.179,0.032705
-7.7118,0.16447,-8.9414,0.092565,55.041,0.034132
-7.692,0.16655,-9.0617,0.095151,54.9,0.035598
-7.672,0.16861,-9.1818,0.09777,54.757,0.037105
-7.6517,0.17066,-9.3015,0.10042,54.613,0.038654
-7.6312,0.17269,-9.4209,0.1031,54.467,0.040244
-7.6104,0.17472,-9.54,0.10582,54.319,0.041876
-7.5893,0.17673,-9.6587,0.10856,54.169,0.04355
-7.5679,0.17873,-9.7771,0.11134,54.017,0.045268
-7.5464,0.18072,-9.8952,0.11415,53.863,0.04703
-7.5245,0.1827,-10.013,0.11699,53.707,0.048836
-7.5024,0.18466,-10.13,0.11986,53.55,0.050686
-7.48,0.18661,-10.247,0.12276,53.391,0.052581
-7.4574,0.18855,-10.364,0.12569,53.23,0.054522
